collection,id,audience,status,original_title,polished_title,original_text,polished_text
Manager-source Troubleshooting,procedure-39,Customer/Analyst,incident-specific,Deleting the Saved form of payment type:,Saved payment method cannot be deleted,"Because payments may still be tied to the form of payment you used previously, it is possible that is the reason you are unable to delete it at this time.
When was the last time the card was used to pay for a submission? Are there any payments till processing from that card or in corrections?","A saved payment method may remain unavailable for deletion while a payment is still processing or associated with a filing in Correction Queue.

Confirm:
• Date the payment method was last used
• Whether any payment is still pending or processing
• Whether a filing using that method is in Correction Queue
• Whether the payment method can be removed after those items complete

Do not repeatedly delete or recreate payment methods without verifying the transaction status."
Manager-source Troubleshooting,procedure-44,Customer/Analyst,manager-provided,Primary/Alternate email on Portal Account Not Receiving e-Service,Primary or alternate email is not receiving eService,"There are a few things to check.
Check the Spam & Junk folders.
Your email program may not have marked the email addresses the emails are coming from as an “Allowed Sender”.
Your IT Provider may need to add the email address to the allowed list or whitelist the following IP addresses:
e-service (eservice@myflcourtaccess.com): [IP redacted], [IP redacted], [IP redacted], [IP redacted], [IP redacted]
no_reply (noreply@myflcourtaccess.com): [IP redacted] and [IP redacted]
There is an issue with your email server and will need to be checked by your IT Provider
Double check that you selected persons from the Service list to receive the e-serviced filing.","Complete the following checks:

1. Confirm the email address on the Portal profile and eService list.
2. Check Junk, Spam, Quarantine, and email-security filtering.
3. Confirm that the intended recipient was selected on the service list for the filing.
4. Ask the recipient's IT team to allow the current Portal sender addresses, including eservice@myflcourtaccess.com and noreply@myflcourtaccess.com.
5. Review the Portal Email Log to determine whether the message was generated.
6. If the primary address received the message but an alternate address did not, ask the recipient's email provider or IT team to review its delivery and filtering logs."
Manager-source Troubleshooting,procedure-45,Customer/Analyst,manager-provided,“Stuck” and unable to complete filing,Filing is stuck and cannot be completed,"When you get ""stuck"" like that, it means you must start over.
Make sure the Petition is the first form you upload in the documents area.
Do not try to pull the saved submission from the workbench.
You will need to make sure not to leave your computer until the filing has been done.
If you leave the site open more than 15 minutes, it times out, which could cause issues.
Make sure when you are done with the website that you are using the Sign Out hyperlink in the
upper right corner to log out. If not, it could also cause issues with function when you go back into the site.","When the filing becomes stuck:

1. Stop using the current filing session.
2. Complete the clean-session browser troubleshooting.
3. Start the filing again from the beginning; do not resume the failed Workbench submission.
4. Upload the required initiating document first when the case workflow requires it.
5. Complete the filing without leaving the Portal idle. The source identifies 15–20 minutes as a possible timeout range; confirm current behavior.
6. Use the Sign Out link when leaving the Portal.

Record the page where the filing became stuck and whether the new session changed the result."
Manager-source Troubleshooting,procedure-48,Customer/Analyst,manager-provided,Uploaded verbiage/name does not match the document uploaded,Uploaded document title or content does not match,"When this happens, it means there was a function issue.
Use the below to make sure the right documents with correct description are uploading:
Normally when we see this issue, we send out the troubleshooting steps below:
Do not ever use the back/refresh on your web browser.
Do NOT use the back or refresh buttons
Sign Out using the Sign Out hyperlink, and sign back in.","If the uploaded document name, description, or preview does not match the file selected:

1. Do not use the browser Back or Refresh buttons.
2. Select Sign Out, close the browser, and start a new session.
3. Complete the cache/cookie and browser-update steps.
4. Start a new filing instead of resuming the failed Workbench item.
5. Re-select the document type, then upload the correct file and verify the preview before continuing.
6. Preserve screenshots and the original file if the mismatch occurs again."
Manager-source Troubleshooting,procedure-49,Customer/Analyst,review-pending,When trying to resubmit a filing that was in the Correction Queue- but Payment wont process,Correction Queue payment still will not process,"The payment you made previously has been refunded.
Go back through the filing, starting with the case information area. Make sure all the drop downs are correct. Scroll to the bottom and click next.
On your case parties, click the edit link. On the drop down next to role:
for the Plaintiff, check mark both boxes: Primary Party & Filed on Behalf of- make sure all the information is correct, (check that zip code is there) click save.
For Defendant, check mark the box: Primary Party make sure all the information is correct, click save.
Scroll down click next. Do the same for each area that comes next.
In the documents area, make sure the name of your pdf files do not exceed 32 spaces and contain:
NO hyphens or underscores, no odd characters (%^&*( )=+) or web dings
Hand key your payment information before scrolling down to click next.
If this does not work, please use the following troubleshooting information to relay to you IT Department.
(Also send them the web browser troubleshooting steps)
If still unable to get your payment to process: please email: [internal staff email redacted] referencing ticket #","Before escalating a Correction Queue payment failure:

1. Confirm the status of the original payment or refund in TPE.
2. Reopen the filing from the beginning of the Correction Queue workflow and review every case-information field.
3. Edit each case party and confirm the required role selections, address, and ZIP code, then save.
4. Review every subsequent page before continuing.
5. Verify each PDF filename using the current approved character and length rules. The source contains conflicting 32- and 36-character limits; use the current manager-approved limit.
6. Remove the saved payment method when permitted, then manually enter the payment information.
7. Complete the browser, session, pop-up, and firewall troubleshooting.
8. Record the exact error and result of each step.
9. If the issue continues, create the Analyst escalation package under the current internal routing procedure.

Do not include full payment credentials or an internal staff email address in the customer message."
Manager-source Troubleshooting,procedure-58,Customer/Analyst,manager-provided,How do I get a PDF out of XFA format?,Convert an XFA form to a standard PDF,"How do I convert an XFA to PDF? To convert XFA PDF to normal PDF, click the Print button, on the Print window that opens, tick Print as Image, and click Print. The XFA form will be converted to a PDF file that you can open with any PDF reader.","An XFA form may need to be flattened before the Portal can process it.

Using an approved PDF application:
1. Open Print.
2. Select an approved Print to PDF destination.
3. If available, enable Print as Image.
4. Create the new PDF.
5. Open the new file and verify every page, field, signature, and attachment before uploading.

Do not assume that printing preserved all content. The filer is responsible for reviewing the converted document."
Manager-source Troubleshooting,procedure-68,Customer/Analyst,manager-provided,When documents change while viewing / correcting in the documents area,Documents change while viewing or correcting a filing,"This can sometimes happen for a couple of reasons.
1. Your web browser needs to have the cache and cookies cleared and the browser updated.
2. You did not sign out of the website using the Sign Out hyperlink but just X out of the web page, which can cause function issues when you log back in
over an already ""open"" session.
3. The website was open too long causing it to time out. Usually, if you have the website open and idle for more than 15-20 minutes.
4. Not going through the process of choosing a document type before uploading the new document to replace the one during a filing in the correction queue.
If the above happens while fixing a filing in the correction queue to an existing case:
Please go to the docket, open the documents to see what has been filed, then upload documents that were not uploaded in another filing to the
existing case.
Party Names from the Financial ID#
You can look this up by going to My Submissions.
Enter the EPTL number from your statement: 4229336 into the Financial ID box.
Change the Submission date to a week before the money was removed from your account.
You can go back 90 days from todays date.
Click search.
It should bring up the filing for you to click on and see the case party names.","Possible causes include a stale browser session, an idle timeout, incomplete cache/cookie maintenance, or replacing a Correction Queue document without first selecting the correct document type.

1. Select Sign Out and close the browser.
2. Clear cache and cookies, update the browser, and start a new session.
3. Do not leave the filing idle for an extended period.
4. In Correction Queue, select the correct document type before uploading the replacement file.
5. Verify each preview before continuing.
6. If a required document was omitted from an accepted filing, review the official docket and submit the missing document as a separate filing only under the applicable Clerk and Portal procedure.
7. Preserve the original file and screenshots if the document changes again."
Manager-source Troubleshooting,procedure-100,Customer/Analyst,manager-provided,Exceeds the 8.5x11 page size requirements (resize),PDF page size is larger than 8.5 × 11,"Depending on how you converted your pdf file, some printers and scanners used or the software program you are using to create the pdf, is not converting the document correctly.
When physically scanning, or printing pages out and then scanning:
Most machines have rollers (some plastic, some rubber). If they are worn down or need to be cleaned, they could be skewing the page when it pulls it through the machine. Then it throws it off the size you were scanning it to be.
Especially when the pages have been previously stapled or creased.
Or-
In the software or the setting on the machine itself:
You may need to review and or adjust the settings to the correct size.
There are a few websites that assist with the resizing / conversion of files.
If you would like to use it, see the attached flyer with instructions provided.
(note to HD person-attach the instructions to the email)
** Emailed the instructions on resizing documents for submission","A scanner, printer driver, or PDF-creation program may create pages that are slightly larger than Letter size.

1. Check every page, not only the first page.
2. Set the document or scanner output to Letter: 8.5 × 11 inches.
3. Disable automatic scaling, overscan, or custom paper-size settings.
4. Rescan pages that are skewed because of worn rollers, folds, staples, or creases.
5. Use the approved resizing instructions or approved local software.
6. Open the resized PDF and verify the content before upload.

Do not upload sensitive court documents to an unapproved public conversion website."
Manager-source Troubleshooting,procedure-105,Customer/Analyst,manager-provided,PDF Validation / Identifier,Validate PDF/A format,"I ran the document through a pdf a validator to see what it returned with. See below.
Attached is what I converted to PDF/A but it gave me an error that certain components couldn’t convert.
That being said I was able to run the converted doc through the validation, and it passed the PDF/A check.
You can use the online tool to validate your file and refile the document.
Either way that original PDF was not in PDF/A format.
https://www.pdfen.com/pdf-a-validator","Use an organization-approved PDF/A validator when the document type requires PDF/A.

1. Validate the original file.
2. If conversion is needed, create a copy and convert it using an approved tool.
3. Review any conversion errors or unsupported components.
4. Validate the converted copy again.
5. Open and visually compare every page before filing.

A file can pass a validator and still contain a visual conversion problem, so validation does not replace document review."
Manager-source Troubleshooting,procedure-106,Customer/Analyst,manager-provided,"PDF file has corrupt. deleted, missing, or stacked verbiage","Corrupted, missing, or stacked PDF text","When you come across tickets where the filer is reporting their submitted PDF document had stuff deleted from it, letters turn into wingdings, letters stacked on top of one another it most likely is they are using a font that isn't standard. To test this, you will need to have them send you the original document and run it through the TEST Portal to see if the results are the same. If they are, you can post in Teams, provide the original document and tag Rao.
Recommendations for the filer (include the PDF/A FAQ document and the link to the video): https://www.youtube.com/watch?v=vwx288WZGaU
Make sure you are using a reputable PDF creator
Use one of the standard fonts: - Times Roman - Times Italic - Times Bold - Times Bold Italic - Courier Regular - Courier Oblique - Courier Bold - Courier Bold Oblique - Helvetica Regular - Helvetica Oblique - Helvetica Bold - Helvetica Bold Oblique - Symbol - ITC Zapf Dingbats","When text disappears, overlaps, or changes into symbols, unsupported or improperly embedded fonts may be the cause.

Analyst steps:
1. Obtain the original document through the approved secure process.
2. Reproduce the upload in the approved test environment.
3. Compare the original with the test result.
4. If the issue reproduces, preserve the original, screenshots, and test result and escalate under the current procedure.

Customer guidance:
• Use a reputable PDF creator.
• Use standard fonts when possible.
• Save or convert to the required PDF/A format.
• Review every page of the final PDF before uploading."
Manager-source Troubleshooting,procedure-112,Customer/Analyst,manager-provided,Unable to click on and preview the file they just uploaded:,Uploaded PDF cannot be previewed,"May have had an update to their adobe or their web browser.
How to fix:
Go to your web browser setting- manage extensions- adobe and uncheck the (auto open)
then can preview the uploaded file the documents section.","A recent browser or Adobe extension update may change how PDFs open.

1. Confirm the browser and Adobe application are current.
2. Open the browser extension settings.
3. Review the Adobe PDF extension and disable automatic opening in the external application when the current browser procedure requires it.
4. Reload the Portal, upload the file again, and test Preview.
5. If the preview still fails, test another approved browser and record the result."
Manager-source Troubleshooting,procedure-135,Customer/Analyst,manager-provided,100-character limit error message:,Filename or 100-character-limit error,"The error is because of the way your PDF document is named.
Please try to keep it at a total of 36 spaces:
The name you have given the file is incompatible.
If your file has special characters (or exceeds more than 36 total spaces, including blanks) you will need to rename the electronic file.
Example:
if it looks like asd_812#.pdf, rename it, removing the unacceptable characters to something else like asd812.pdf","The error may be caused by an incompatible PDF filename.

1. Shorten the filename to the current approved limit. The manager source states 36 characters, including spaces.
2. Remove punctuation and special characters.
3. Use a simple letters-and-numbers filename.

Example: rename asd_812#.pdf to asd812.pdf.

Confirm the current filename limit before sending."
